pathway_name,pathway_id,pathway_url,gene_symbol,ensg_id,chembl_id,drug_name,phase,status,disease_id,disease_name,mechanismOfAction,smiles
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL24828,VANDETANIB,4.0,,EFO_0000616,neoplasm,,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL939,GEFITINIB,4.0,,EFO_0000616,neoplasm,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2105712,AFATINIB DIMALEATE,4.0,Not yet recruiting,EFO_0003060,non-small cell lung carcinoma,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3545063,OSIMERTINIB MESYLATE,4.0,,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4802239,MOBOCERTINIB SUCCINATE,4.0,,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.O=C(O)CCC(=O)O
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,4.0,,EFO_0003060,non-small cell lung carcinoma,,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL553,ERLOTINIB,3.0,Completed,EFO_0000181,head and neck squamous cell carcinoma,,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL1173655,AFATINIB,3.0,Completed,EFO_0000181,head and neck squamous cell carcinoma,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2108359,NIMOTUZUMAB,3.0,Withdrawn,EFO_0000313,carcinoma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3678958,RUSERONTINIB,3.0,Recruiting,EFO_0000222,acute myeloid leukemia,,CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3707277,DEPATUXIZUMAB MAFODOTIN,3.0,Terminated,EFO_0000519,glioblastoma multiforme,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4558324,LAZERTINIB,3.0,,EFO_0000616,neoplasm,,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4761468,AUMOLERTINIB,3.0,,EFO_0000616,neoplasm,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL180022,NERATINIB,3.0,,EFO_0000616,neoplasm,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2087361,ICOTINIB,3.0,,EFO_0000616,neoplasm,,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL554,LAPATINIB,3.0,,EFO_0000616,neoplasm,,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2107863,RINDOPEPIMUT,3.0,Completed,EFO_0000519,glioblastoma multiforme,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3545308,ROCILETINIB,3.0,,EFO_0000616,neoplasm,,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3545154,POZIOTINIB,3.0,Suspended,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3647420,PYROTINIB,3.0,"Active, not recruiting",EFO_0003060,non-small cell lung carcinoma,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3663929,NAQUOTINIB,3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4297258,FIRMONERTINIB,3.0,Not yet recruiting,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2107861,ZALUTUMUMAB,3.0,Completed,EFO_0000707,squamous cell carcinoma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4298088,CETUXIMAB SAROTALOCAN,3.0,Recruiting,EFO_0006859,head and neck malignant neoplasia,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3544983,TESEVATINIB,3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4297865,ABIVERTINIB,3.0,Not yet recruiting,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4297866,ABIVERTINIB MALEATE,3.0,Not yet recruiting,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1.O.O.O=C(O)/C=C\C(=O)O
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2110732,DACOMITINIB ANHYDROUS,3.0,Completed,EFO_0003060,non-small cell lung carcinoma,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2109388,FUTUXIMAB,3.0,Terminated,EFO_1001480,metastatic colorectal cancer,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3989988,MODOTUXIMAB,3.0,Terminated,EFO_1001480,metastatic colorectal cancer,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4594549,PIMURUTAMAB,2.0,"Active, not recruiting",EFO_0000181,head and neck squamous cell carcinoma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4297661,TARLOXOTINIB,2.0,Terminated,EFO_0000181,head and neck squamous cell carcinoma,,Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cl)c(Br)c3)ncnc2cn1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3707294,DEPATUXIZUMAB,2.0,Completed,EFO_0000228,adenocarcinoma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2408045,SAPITINIB,2.0,Completed,EFO_0000365,colorectal adenocarcinoma,,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4650290,GC1118,2.0,Recruiting,EFO_0000503,gastric adenocarcinoma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3787344,NAZARTINIB,2.0,Recruiting,EFO_0000616,neoplasm,,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2108038,MATUZUMAB,2.0,Completed,EFO_0003060,non-small cell lung carcinoma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2109389,IMGATUZUMAB,2.0,Completed,EFO_0003060,non-small cell lung carcinoma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4297842,TOMUZOTUXIMAB,2.0,Completed,EFO_0000707,squamous cell carcinoma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3545396,BMS-690514,2.0,Completed,EFO_0003060,non-small cell lung carcinoma,,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL545315,CANERTINIB DIHYDROCHLORIDE,2.0,Completed,EFO_0003869,breast neoplasm,,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL31965,CANERTINIB,2.0,Completed,EFO_0003869,breast neoplasm,,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL607707,PELITINIB,2.0,Completed,EFO_0004142,colorectal neoplasm,,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3137345,DULIGOTUZUMAB,2.0,Completed,EFO_0006859,head and neck malignant neoplasia,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4650281,CLN-081,2.0,Recruiting,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3623290,AZD-3759,2.0,Recruiting,EFO_0003060,non-small cell lung carcinoma,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3786098,PF-06459988,2.0,Withdrawn,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2103842,VARLITINIB,2.0,Completed,EFO_0003897,stomach neoplasm,,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2109390,MAB-425,2.0,Completed,EFO_1000453,Paraganglioma,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL1947204,ALLITINIB,2.0,Not yet recruiting,MONDO_0008903,lung cancer,,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL587723,AEE-788,1.0,Completed,EFO_0000519,glioblastoma multiforme,,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL258940,FALNIDAMOL,1.0,Suspended,EFO_0000616,neoplasm,,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL1645462,AC-480,1.0,Completed,EFO_0000616,neoplasm,,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4650279,TUXOBERTINIB,1.0,Terminated,EFO_0000616,neoplasm,,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2cc1OCCN1CCOCC1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL5314411,EPITINIB,1.0,Completed,EFO_0000616,neoplasm,,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4CCN(CC)CC4)cc23)c1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2029988,CEP-32496,1.0,Completed,EFO_0000616,neoplasm,,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL598797,CUDC-101,1.0,Completed,EFO_0000616,neoplasm,,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL4650289,KBP5209,1.0,Completed,EFO_0000616,neoplasm,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3545235,SIMOTINIB,1.0,Unknown status,EFO_0003060,non-small cell lung carcinoma,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3989970,MAVELERTINIB,1.0,Terminated,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL2109391,MDX-447,1.0,Completed,EFO_1000158,Central Nervous System Neoplasm,,
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL3109738,JNJ-26483327,1.0,Completed,MONDO_0004992,cancer,,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL1614725,TAK-285,1.0,Completed,MONDO_0004992,cancer,,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,EGFR,ENSG00000146648,CHEMBL5314410,THELIATINIB,1.0,Completed,MONDO_0004992,cancer,,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4C[C@H]5CCN(C)[C@H]5C4)cc23)c1
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL1201179,LAPATINIB DITOSYLATE,4.0,,EFO_0000305,breast carcinoma,,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL3989921,NERATINIB MALEATE,4.0,,EFO_0000305,breast carcinoma,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL1201577,CETUXIMAB,4.0,,EFO_0000365,colorectal adenocarcinoma,,
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL1201827,PANITUMUMAB,4.0,,EFO_0000365,colorectal adenocarcinoma,,
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL3353410,OSIMERTINIB,4.0,,EFO_0000616,neoplasm,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL3545311,BRIGATINIB,4.0,,EFO_0000616,neoplasm,,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL4650319,MOBOCERTINIB,4.0,,EFO_0000616,neoplasm,,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL2105719,DACOMITINIB,4.0,,EFO_0000616,neoplasm,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL3786343,OLMUTINIB,4.0,,EFO_0000616,neoplasm,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL1743047,NECITUMUMAB,4.0,,EFO_0000616,neoplasm,,
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL4297774,AMIVANTAMAB,4.0,,EFO_0000616,neoplasm,,
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL24828,VANDETANIB,4.0,,EFO_0000616,neoplasm,,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL939,GEFITINIB,4.0,,EFO_0000616,neoplasm,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL2105712,AFATINIB DIMALEATE,4.0,Not yet recruiting,EFO_0003060,non-small cell lung carcinoma,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
Signaling by ERBB4,R-HSA-1236394,https://reactome.org/PathwayBrowser/#/R-HSA-1236394,EGFR,ENSG00000146648,CHEMBL3545063,OSIMERTINIB MESYLATE,4.0,,EFO_0003060,non-small cell lung carcinoma,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O
