compound_key_inchikey,chembl_id,drug_name,smiles,smiles_stripped,inchikey_stripped,phase,status,source,gene_symbol,ensg_id,pathway_id,pathway_name,mechanismOfAction,disease_id,disease_name,pathway_url,is_known_aml_drug
PBCZSGKMGDDXIJ-KRUBCLEUSA-N,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,PBCZSGKMGDDXIJ-KRUBCLEUSA-N,2.0,Terminated,pathway,PRKCI,ENSG00000163558,R-HSA-9755511,KEAP1-NFE2L2 pathwa,,EFO_0000574,lymphoma,https://reactome.org/PathwayBrowser/#/R-HSA-9755511,False
OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,OAVGBZOFDPFGPJ-UHFFFAOYSA-N,2.0,Completed,pathway,PRKCI,ENSG00000163558,R-HSA-9755511,KEAP1-NFE2L2 pathwa,,EFO_0000676,psoriasis,https://reactome.org/PathwayBrowser/#/R-HSA-9755511,False
KGPGFQWBCSZGEL-ZDUSSCGKSA-N,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,KGPGFQWBCSZGEL-ZDUSSCGKSA-N,1.0,Terminated,pathway,PRKCI,ENSG00000163558,R-HSA-9755511,KEAP1-NFE2L2 pathwa,,MONDO_0004992,cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9755511,False
OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.0,,pathway,RPS27A,ENSG00000143947,R-HSA-9755511,KEAP1-NFE2L2 pathwa,,MONDO_0010679,Duchenne muscular dystrophy,https://reactome.org/PathwayBrowser/#/R-HSA-9755511,False
KTEIFNKAUNYNJU-GFCCVEGCSA-N,CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,KTEIFNKAUNYNJU-GFCCVEGCSA-N,4.0,,pathway,NPM1,ENSG00000181163,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cance,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9725371,False
VERWOWGGCGHDQE-UHFFFAOYSA-N,CHEMBL2403108,CERITINIB,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,VERWOWGGCGHDQE-UHFFFAOYSA-N,4.0,,pathway,NPM1,ENSG00000181163,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cance,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9725371,False
PBCZSGKMGDDXIJ-KRUBCLEUSA-N,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,PBCZSGKMGDDXIJ-KRUBCLEUSA-N,2.0,Terminated,pathway,PRKD1,ENSG00000184304,R-HSA-1660661,Sphingolipid de novo biosynthesi,,EFO_0000574,lymphoma,https://reactome.org/PathwayBrowser/#/R-HSA-1660661,False
OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,OAVGBZOFDPFGPJ-UHFFFAOYSA-N,2.0,Completed,pathway,PRKD1,ENSG00000184304,R-HSA-1660661,Sphingolipid de novo biosynthesi,,EFO_0000676,psoriasis,https://reactome.org/PathwayBrowser/#/R-HSA-1660661,False
KGPGFQWBCSZGEL-ZDUSSCGKSA-N,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,KGPGFQWBCSZGEL-ZDUSSCGKSA-N,1.0,Withdrawn,pathway,PRKD1,ENSG00000184304,R-HSA-1660661,Sphingolipid de novo biosynthesi,,MONDO_0004992,cancer,https://reactome.org/PathwayBrowser/#/R-HSA-1660661,False
PBCZSGKMGDDXIJ-KRUBCLEUSA-N,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,PBCZSGKMGDDXIJ-KRUBCLEUSA-N,2.0,Terminated,pathway,PRKD3,ENSG00000115825,R-HSA-1660661,Sphingolipid de novo biosynthesi,,EFO_0000574,lymphoma,https://reactome.org/PathwayBrowser/#/R-HSA-1660661,False
OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,OAVGBZOFDPFGPJ-UHFFFAOYSA-N,2.0,Completed,pathway,PRKD3,ENSG00000115825,R-HSA-1660661,Sphingolipid de novo biosynthesi,,EFO_0000729,ulcerative colitis,https://reactome.org/PathwayBrowser/#/R-HSA-1660661,False
KGPGFQWBCSZGEL-ZDUSSCGKSA-N,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,KGPGFQWBCSZGEL-ZDUSSCGKSA-N,1.0,Withdrawn,pathway,PRKD3,ENSG00000115825,R-HSA-1660661,Sphingolipid de novo biosynthesi,,MONDO_0004992,cancer,https://reactome.org/PathwayBrowser/#/R-HSA-1660661,False
OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.0,,pathway,RPS27A,ENSG00000143947,R-HSA-1169408,ISG15 antiviral mechanis,,MONDO_0010679,Duchenne muscular dystrophy,https://reactome.org/PathwayBrowser/#/R-HSA-1169408,False
KTEIFNKAUNYNJU-GFCCVEGCSA-N,CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,KTEIFNKAUNYNJU-GFCCVEGCSA-N,4.0,,pathway,NPM1,ENSG00000181163,R-HSA-180746,Nuclear import of Rev protei,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-180746,False
VERWOWGGCGHDQE-UHFFFAOYSA-N,CHEMBL2403108,CERITINIB,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,VERWOWGGCGHDQE-UHFFFAOYSA-N,4.0,,pathway,NPM1,ENSG00000181163,R-HSA-180746,Nuclear import of Rev protei,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-180746,False
NSQSAUGJQHDYNO-UHFFFAOYSA-N,CHEMBL4594260,TAZEMETOSTAT HYDROBROMIDE,Br.CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,NSQSAUGJQHDYNO-UHFFFAOYSA-N,4.0,,pathway,EZH2,ENSG00000106462,R-HSA-9609690,HCMV Early Event,,EFO_0000691,sarcoma,https://reactome.org/PathwayBrowser/#/R-HSA-9609690,False
NSQSAUGJQHDYNO-UHFFFAOYSA-N,CHEMBL3414621,TAZEMETOSTAT,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,NSQSAUGJQHDYNO-UHFFFAOYSA-N,4.0,,pathway,EZH2,ENSG00000106462,R-HSA-9609690,HCMV Early Event,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9609690,False
FKSFKBQGSFSOSM-QFIPXVFZSA-N,CHEMBL3287735,GSK2816126,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,FKSFKBQGSFSOSM-QFIPXVFZSA-N,1.0,Terminated,pathway,EZH2,ENSG00000106462,R-HSA-9609690,HCMV Early Event,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9609690,False
UCJZOKGUEJUNIO-IINYFYTJSA-N,CHEMBL4650521,BATOPROTAFIB,C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,UCJZOKGUEJUNIO-IINYFYTJSA-N,1.0,Recruiting,pathway,PTPN11,ENSG00000179295,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune response,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9705671,False
OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.0,,pathway,RPS27A,ENSG00000143947,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune response,,MONDO_0010679,Duchenne muscular dystrophy,https://reactome.org/PathwayBrowser/#/R-HSA-9705671,False
BTGNGJJLZOIYID-UHFFFAOYSA-N,CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,3.0,Not yet recruiting,pathway,ELANE,ENSG00000197561,R-HSA-1442490,Collagen degradatio,,EFO_0003777,heart disease,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,False
QNQZWEGMKJBHEM-UHFFFAOYSA-N,CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,QNQZWEGMKJBHEM-UHFFFAOYSA-N,2.0,Completed,pathway,ELANE,ENSG00000197561,R-HSA-1442490,Collagen degradatio,,EFO_0000341,chronic obstructive pulmonary disease,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,False
BTGNGJJLZOIYID-UHFFFAOYSA-N,CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,3.0,Not yet recruiting,pathway,ELANE,ENSG00000197561,R-HSA-1474228,Degradation of the extracellular matri,,EFO_0003777,heart disease,https://reactome.org/PathwayBrowser/#/R-HSA-1474228,False
QNQZWEGMKJBHEM-UHFFFAOYSA-N,CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,QNQZWEGMKJBHEM-UHFFFAOYSA-N,2.0,Completed,pathway,ELANE,ENSG00000197561,R-HSA-1474228,Degradation of the extracellular matri,,EFO_0000341,chronic obstructive pulmonary disease,https://reactome.org/PathwayBrowser/#/R-HSA-1474228,False
BTGNGJJLZOIYID-UHFFFAOYSA-N,CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,3.0,Not yet recruiting,pathway,ELANE,ENSG00000197561,R-HSA-1592389,Activation of Matrix Metalloproteinase,,EFO_0003777,heart disease,https://reactome.org/PathwayBrowser/#/R-HSA-1592389,False
QNQZWEGMKJBHEM-UHFFFAOYSA-N,CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,QNQZWEGMKJBHEM-UHFFFAOYSA-N,2.0,Completed,pathway,ELANE,ENSG00000197561,R-HSA-1592389,Activation of Matrix Metalloproteinase,,EFO_0000341,chronic obstructive pulmonary disease,https://reactome.org/PathwayBrowser/#/R-HSA-1592389,False
BTGNGJJLZOIYID-UHFFFAOYSA-N,CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,3.0,Not yet recruiting,pathway,ELANE,ENSG00000197561,R-HSA-5620971,Pyroptosi,,EFO_0003777,heart disease,https://reactome.org/PathwayBrowser/#/R-HSA-5620971,False
QNQZWEGMKJBHEM-UHFFFAOYSA-N,CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,QNQZWEGMKJBHEM-UHFFFAOYSA-N,2.0,Completed,pathway,ELANE,ENSG00000197561,R-HSA-5620971,Pyroptosi,,EFO_0000341,chronic obstructive pulmonary disease,https://reactome.org/PathwayBrowser/#/R-HSA-5620971,False
BGBNULCRKBVAKL-UHFFFAOYSA-N,CHEMBL3186011,EPRENETAPOPT,COCC1(CO)C(=O)C2CCN1CC2,COCC1(CO)C(=O)C2CCN1CC2,BGBNULCRKBVAKL-UHFFFAOYSA-N,3.0,Completed,pathway,TP53,ENSG00000141510,R-HSA-5620971,Pyroptosi,,EFO_0000198,myelodysplastic syndrome,https://reactome.org/PathwayBrowser/#/R-HSA-5620971,False
DRLCSJFKKILATL-YWCVFVGNSA-N,CHEMBL3125702,NAVTEMADLIN,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,DRLCSJFKKILATL-YWCVFVGNSA-N,2.0,Recruiting,pathway,TP53,ENSG00000141510,R-HSA-5620971,Pyroptosi,,EFO_0000479,essential thrombocythemia,https://reactome.org/PathwayBrowser/#/R-HSA-5620971,False
AGBSXNCBIWWLHD-FQEVSTJZSA-N,CHEMBL3653256,SIREMADLIN,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,AGBSXNCBIWWLHD-FQEVSTJZSA-N,2.0,Recruiting,pathway,TP53,ENSG00000141510,R-HSA-5620971,Pyroptosi,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-5620971,False
YJCZPJQGFSSFOL-MNZPCBJKSA-N,CHEMBL4091801,ALRIZOMADLIN,CCN1[C@@H](C(=O)NC23CCC(C(=O)O)(CC2)CC3)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2,CCN1[C@@H](C(=O)NC23CCC(C(=O)O)(CC2)CC3)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2,YJCZPJQGFSSFOL-MNZPCBJKSA-N,2.0,Recruiting,pathway,TP53,ENSG00000141510,R-HSA-5620971,Pyroptosi,,EFO_0004289,lymphoid leukemia,https://reactome.org/PathwayBrowser/#/R-HSA-5620971,False
BTGNGJJLZOIYID-UHFFFAOYSA-N,CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,3.0,Not yet recruiting,pathway,ELANE,ENSG00000197561,R-HSA-6803157,Antimicrobial peptide,,EFO_0003777,heart disease,https://reactome.org/PathwayBrowser/#/R-HSA-6803157,False
QNQZWEGMKJBHEM-UHFFFAOYSA-N,CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,QNQZWEGMKJBHEM-UHFFFAOYSA-N,2.0,Completed,pathway,ELANE,ENSG00000197561,R-HSA-6803157,Antimicrobial peptide,,EFO_0000341,chronic obstructive pulmonary disease,https://reactome.org/PathwayBrowser/#/R-HSA-6803157,False
BTGNGJJLZOIYID-UHFFFAOYSA-N,CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,3.0,Not yet recruiting,pathway,ELANE,ENSG00000197561,R-HSA-977606,Regulation of Complement cascad,,EFO_0003777,heart disease,https://reactome.org/PathwayBrowser/#/R-HSA-977606,False
QNQZWEGMKJBHEM-UHFFFAOYSA-N,CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,QNQZWEGMKJBHEM-UHFFFAOYSA-N,2.0,Completed,pathway,ELANE,ENSG00000197561,R-HSA-977606,Regulation of Complement cascad,,EFO_0000341,chronic obstructive pulmonary disease,https://reactome.org/PathwayBrowser/#/R-HSA-977606,False
BTGNGJJLZOIYID-UHFFFAOYSA-N,CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,3.0,Not yet recruiting,pathway,ELANE,ENSG00000197561,R-HSA-9911233,Expression of NOTCH2NL gene,,EFO_0003777,heart disease,https://reactome.org/PathwayBrowser/#/R-HSA-9911233,False
QNQZWEGMKJBHEM-UHFFFAOYSA-N,CHEMBL3617964,ALVELESTAT,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,QNQZWEGMKJBHEM-UHFFFAOYSA-N,2.0,Completed,pathway,ELANE,ENSG00000197561,R-HSA-9911233,Expression of NOTCH2NL gene,,EFO_0000341,chronic obstructive pulmonary disease,https://reactome.org/PathwayBrowser/#/R-HSA-9911233,False
OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.0,,pathway,RPS27,ENSG00000177954,R-HSA-141444,Amplification of signal from unattached kinetochores via a MAD2 inhibitory signa,,MONDO_0010679,Duchenne muscular dystrophy,https://reactome.org/PathwayBrowser/#/R-HSA-141444,False
OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.0,,pathway,RPS27,ENSG00000177954,R-HSA-5663220,RHO GTPases Activate Formin,,MONDO_0010679,Duchenne muscular dystrophy,https://reactome.org/PathwayBrowser/#/R-HSA-5663220,False
OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.0,,pathway,RPS27,ENSG00000177954,R-HSA-68877,Mitotic Prometaphas,,MONDO_0010679,Duchenne muscular dystrophy,https://reactome.org/PathwayBrowser/#/R-HSA-68877,False
OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.0,,pathway,RPS27,ENSG00000177954,R-HSA-9648025,EML4 and NUDC in mitotic spindle formatio,,MONDO_0010679,Duchenne muscular dystrophy,https://reactome.org/PathwayBrowser/#/R-HSA-9648025,False
BGBNULCRKBVAKL-UHFFFAOYSA-N,CHEMBL3186011,EPRENETAPOPT,COCC1(CO)C(=O)C2CCN1CC2,COCC1(CO)C(=O)C2CCN1CC2,BGBNULCRKBVAKL-UHFFFAOYSA-N,3.0,Completed,pathway,TP53,ENSG00000141510,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesi,,EFO_0000198,myelodysplastic syndrome,https://reactome.org/PathwayBrowser/#/R-HSA-390471,False
DRLCSJFKKILATL-YWCVFVGNSA-N,CHEMBL3125702,NAVTEMADLIN,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,DRLCSJFKKILATL-YWCVFVGNSA-N,2.0,Recruiting,pathway,TP53,ENSG00000141510,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesi,,EFO_0000479,essential thrombocythemia,https://reactome.org/PathwayBrowser/#/R-HSA-390471,False
AGBSXNCBIWWLHD-FQEVSTJZSA-N,CHEMBL3653256,SIREMADLIN,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,AGBSXNCBIWWLHD-FQEVSTJZSA-N,2.0,Recruiting,pathway,TP53,ENSG00000141510,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesi,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-390471,False
YJCZPJQGFSSFOL-MNZPCBJKSA-N,CHEMBL4091801,ALRIZOMADLIN,CCN1[C@@H](C(=O)NC23CCC(C(=O)O)(CC2)CC3)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2,CCN1[C@@H](C(=O)NC23CCC(C(=O)O)(CC2)CC3)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2,YJCZPJQGFSSFOL-MNZPCBJKSA-N,2.0,Recruiting,pathway,TP53,ENSG00000141510,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesi,,EFO_0004289,lymphoid leukemia,https://reactome.org/PathwayBrowser/#/R-HSA-390471,False
