compound_key_inchikey,chembl_id,drug_name,smiles,smiles_stripped,inchikey_stripped,phase,status,source,gene_symbol,ensg_id,pathway_id,pathway_name,mechanismOfAction,disease_id,disease_name,pathway_url,is_known_aml_drug
JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL1287853,FEDRATINIB,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,JOOXLOJCABQBSG-UHFFFAOYSA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
XUZMWHLSFXCVMG-UHFFFAOYSA-N,CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,XUZMWHLSFXCVMG-UHFFFAOYSA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000685,rheumatoid arthritis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
NXGPVVWZUFGXTH-NSBBMUHASA-N,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.O,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,NXGPVVWZUFGXTH-NSBBMUHASA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000685,rheumatoid arthritis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
HFNKQEVNSGCOJV-OAHLLOKOSA-N,CHEMBL1789941,RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,HFNKQEVNSGCOJV-OAHLLOKOSA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
HWXVIOGONBBTBY-ONEGZZNKSA-N,CHEMBL2035187,PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,HWXVIOGONBBTBY-ONEGZZNKSA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
HFNKQEVNSGCOJV-OAHLLOKOSA-N,CHEMBL1795071,RUXOLITINIB PHOSPHATE,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,HFNKQEVNSGCOJV-OAHLLOKOSA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0002429,polycythemia vera,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
BAHHBHSHSRTKNK-BJILWQEISA-N,CHEMBL5095049,PACRITINIB CITRATE,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,BAHHBHSHSRTKNK-BJILWQEISA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0002429,polycythemia vera,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,JOOXLOJCABQBSG-UHFFFAOYSA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0002430,primary myelofibrosis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
SYIKUFDOYJFGBQ-YLAFAASESA-N,CHEMBL2103743,TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,SYIKUFDOYJFGBQ-YLAFAASESA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000685,rheumatoid arthritis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
RIJLVEAXPNLDTC-UHFFFAOYSA-N,CHEMBL4298167,FILGOTINIB MALEATE,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N,4.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000685,rheumatoid arthritis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
UIARLYUEJFELEN-LROUJFHJSA-N,CHEMBL603469,LESTAURTINIB,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,UIARLYUEJFELEN-LROUJFHJSA-N,3.0,"Active, not recruiting",pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000220,acute lymphoblastic leukemia,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
WYQFJHHDOKWSHR-MNOVXSKESA-N,CHEMBL3622821,UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,WYQFJHHDOKWSHR-MNOVXSKESA-N,3.0,"Active, not recruiting",pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000274,atopic eczema,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
RIJLVEAXPNLDTC-UHFFFAOYSA-N,CHEMBL3301607,FILGOTINIB,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N,3.0,Completed,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000384,Crohn's disease,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
UJLAWZDWDVHWOW-YPMHNXCESA-N,CHEMBL221959,TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,UJLAWZDWDVHWOW-YPMHNXCESA-N,3.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000540,immune system disease,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
DREIJXJRTLTGJC-ZLBJMMTISA-N,CHEMBL3137308,PEFICITINIB,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,DREIJXJRTLTGJC-ZLBJMMTISA-N,3.0,,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000540,immune system disease,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,CHEMBL1078178,MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,3.0,Completed,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0002430,primary myelofibrosis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,CHEMBL4297507,DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,3.0,Recruiting,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,HP_0000964,Eczematoid dermatitis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
NLFLXLJXEIUQDL-UHFFFAOYSA-N,CHEMBL4594275,GUSACITINIB,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,NLFLXLJXEIUQDL-UHFFFAOYSA-N,2.0,Terminated,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000274,atopic eczema,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
DADAEARVGOQWHV-OSYLJGHBSA-N,CHEMBL4650343,IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,DADAEARVGOQWHV-OSYLJGHBSA-N,2.0,Terminated,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000384,Crohn's disease,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
SQSZANZGUXWJEA-UHFFFAOYSA-N,CHEMBL2107823,GANDOTINIB,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,SQSZANZGUXWJEA-UHFFFAOYSA-N,2.0,"Active, not recruiting",pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
LOLPPWBBNUVNQZ-UHFFFAOYSA-N,CHEMBL495727,AT-9283,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,2.0,Completed,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0001378,multiple myeloma,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
VXBAJLGYBMTJCY-NSCUHMNNSA-N,CHEMBL1944698,ZOTIRACICLIB,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,VXBAJLGYBMTJCY-NSCUHMNNSA-N,1.0,Withdrawn,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000182,hepatocellular carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
PDOQBOJDRPLBQU-QMMMGPOBSA-N,CHEMBL1231124,AZD-1480,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,PDOQBOJDRPLBQU-QMMMGPOBSA-N,1.0,Terminated,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000182,hepatocellular carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
DCRWIATZWHLIPN-UHFFFAOYSA-N,CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,DCRWIATZWHLIPN-UHFFFAOYSA-N,1.0,Completed,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000685,rheumatoid arthritis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
ISOCDPQFIXDIMS-UHFFFAOYSA-N,CHEMBL3545328,XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,ISOCDPQFIXDIMS-UHFFFAOYSA-N,1.0,Terminated,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000479,essential thrombocythemia,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
VQIIUJSNIKEMCK-MHZLTWQESA-N,CHEMBL4802163,NEZULCITINIB,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,VQIIUJSNIKEMCK-MHZLTWQESA-N,1.0,Completed,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0004610,acute lung injury,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
UQTPDWDAYHAZNT-AWEZNQCLSA-N,CHEMBL4303389,NS-018,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,UQTPDWDAYHAZNT-AWEZNQCLSA-N,1.0,Completed,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,EFO_0002430,primary myelofibrosis,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
JCINBYQJBYJGDM-UHFFFAOYSA-N,CHEMBL3545215,BMS-911543,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,JCINBYQJBYJGDM-UHFFFAOYSA-N,1.0,Terminated,pathway,JAK2,ENSG00000096968,R-HSA-1059683,Interleukin-6 signalin,,MONDO_0004992,cancer,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
UCJZOKGUEJUNIO-IINYFYTJSA-N,CHEMBL4650521,BATOPROTAFIB,C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,UCJZOKGUEJUNIO-IINYFYTJSA-N,1.0,Recruiting,pathway,PTPN11,ENSG00000179295,R-HSA-1059683,Interleukin-6 signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1059683,False
NXQKSXLFSAEQCZ-SFHVURJKSA-N,CHEMBL4535757,SOTORASIB,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,NXQKSXLFSAEQCZ-SFHVURJKSA-N,4.0,,pathway,KRAS,ENSG00000133703,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variant,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,False
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,CHEMBL4594350,ADAGRASIB,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,PEMUGDMSUDYLHU-ZEQRLZLVSA-N,4.0,,pathway,KRAS,ENSG00000133703,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variant,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,False
OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.0,,pathway,RPS27A,ENSG00000143947,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variant,,MONDO_0010679,Duchenne muscular dystrophy,https://reactome.org/PathwayBrowser/#/R-HSA-1236382,False
CMJCXYNUCSMDBY-ZDUSSCGKSA-N,CHEMBL3301612,ENCORAFENIB,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,4.0,,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
GPXBXXGIAQBQNI-UHFFFAOYSA-N,CHEMBL1229517,VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,GPXBXXGIAQBQNI-UHFFFAOYSA-N,4.0,Completed,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
FNHKPVJBJVTLMP-UHFFFAOYSA-N,CHEMBL1946170,REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,4.0,,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
BFSMGDJOXZAERB-UHFFFAOYSA-N,CHEMBL2105729,DABRAFENIB MESYLATE,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,BFSMGDJOXZAERB-UHFFFAOYSA-N,4.0,,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000756,melanoma,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
BFSMGDJOXZAERB-UHFFFAOYSA-N,CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,BFSMGDJOXZAERB-UHFFFAOYSA-N,4.0,,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
UEPXBTCUIIGYCY-UHFFFAOYSA-N,CHEMBL4583691,NAPORAFENIB,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,UEPXBTCUIIGYCY-UHFFFAOYSA-N,3.0,Recruiting,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000756,melanoma,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
VWMJHAFYPMOMGF-ZCFIWIBFSA-N,CHEMBL3348923,TOVORAFENIB,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,3.0,Recruiting,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,MONDO_0021637,low grade glioma,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
KVCQTKNUUQOELD-UHFFFAOYSA-N,CHEMBL3977543,BELVARAFENIB,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,KVCQTKNUUQOELD-UHFFFAOYSA-N,2.0,Recruiting,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
YYACLQUDUDXAPA-MRXNPFEDSA-N,CHEMBL4303729,PLIXORAFENIB,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,YYACLQUDUDXAPA-MRXNPFEDSA-N,2.0,Recruiting,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,MONDO_0004992,cancer,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
NGFFVZQXSRKHBM-FKBYEOEOSA-N,CHEMBL4209157,LIFIRAFENIB,O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1,O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1,NGFFVZQXSRKHBM-FKBYEOEOSA-N,1.0,Recruiting,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
GBXJAPBXPROFPY-GOSISDBHSA-L,CHEMBL5314407,ARQ-736,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)([O-])[O-])c5)nc5occn45)n3)C2)n1.[Na+].[Na+],Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)([O-])[O-])c5)nc5occn45)n3)C2)n1,GBXJAPBXPROFPY-GOSISDBHSA-L,1.0,Completed,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
GBXJAPBXPROFPY-GOSISDBHSA-N,CHEMBL5316167,ARQ-736 FREE ACID,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1,GBXJAPBXPROFPY-GOSISDBHSA-N,1.0,Completed,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
DKNUPRMJNUQNHR-UHFFFAOYSA-N,CHEMBL2029988,CEP-32496,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,DKNUPRMJNUQNHR-UHFFFAOYSA-N,1.0,Completed,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
MMNNTJYFHUDSKL-UHFFFAOYSA-N,CHEMBL3545027,XL-281,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,MMNNTJYFHUDSKL-UHFFFAOYSA-N,1.0,Completed,pathway,BRAF,ENSG00000157764,R-HSA-1295596,Spry regulation of FGF signalin,,EFO_0000641,papillary thyroid carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-1295596,False
