chembl_id,compound_name,canonical_smiles,max_phase,withdrawn_flag,therapeutic_flag,total_score,tier,n_matches,n_target,n_moa,n_pathway,n_specific,n_oxidative,top_node,top_match_type,top_match_score,matched_nodes,short_rationale,best_pchembl,median_pchembl,n_unique_targets_assayed,moa_text,moa_actions,score_node_ER_proteostasis,score_node_TRPML1/MCOLN1,score_node_autophagy_flux,score_node_lysosomal_trafficking_M6P,score_node_mTORC1,score_node_oxidative_stress,score_node_trehalose_AKT_TFEB
CHEMBL16217,4-tert-butylphenol,CC(C)(C)c1ccc(O)cc1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.0,5.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1622,FOLIC ACID,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,4.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.09,5.34,2.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1630575,CASPOFUNGIN,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.62,5.3,8.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL164,MYRICETIN,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.6,5.77,50.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1642655,TC-ASK-10,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.85,6.08,6.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1643976,WZ-3146,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.4,7.46,5.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL165,RESVERATROL,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,3.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.22,5.85,45.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1650951,TCS-21311,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.3,6.46,8.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL167055,NITECAPONE,CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.75,6.92,2.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1673046,XMD8-92,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.34,6.44,8.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL168,OLEANOLIC_ACID,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.3,5.53,15.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL168276,"3,5-DINITROCATECHOL (OR-486)",O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.92,6.13,3.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1688861,ML786,CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.1,8.18,9.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1689772,OMADACYCLINE,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.8,6.130000000000001,4.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL16901,HONOKIOL,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.77,5.75,7.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL17,DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.22,7.3,29.0,Carbonic anhydrase I inhibitor; Carbonic anhydrase II inhibitor; Carbonic anhydrase XII inhibitor; Carbonic anhydrase IV inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL17157,TERFENADINE,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,4.0,1.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.0,6.035,41.0,Histamine H1 receptor antagonist,ANTAGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1725279,SP-600125,Oc1c2ccccc2c2c3c(cccc13)N=N2,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.4,6.33,114.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1738,DEXRAZOXANE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.67,5.445,1.0,Iron sequestering agent; DNA topoisomerase II inhibitor,SEQUESTERING AGENT; INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1738699,N6022,Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1,3.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.7,7.7,1.0,Alcohol dehydrogenase class III inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1738758,ONVANSERTIB,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.8,6.29,6.0,Serine/threonine-protein kinase PLK1 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1738797,ALECTINIB,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.23,7.24,29.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1742428,DONITRIPTAN,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",,,0.0,Serotonin 1b (5-HT1b) receptor agonist; Serotonin 1d (5-HT1d) receptor agonist; G protein-coupled receptor 44 antagonist,AGONIST; ANTAGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1756,ESTRAMUSTINE PHOSPHATE,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.69,5.11,3.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1765291,ZALTOPROFEN,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.3,5.3,1.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1774055,AZ960,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.35,6.67,4.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL177820,TETRABROMOBENZOTRIAZOLE,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.52,6.3,4.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL178,DAUNORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.0,5.72,15.0,DNA inhibitor; DNA topoisomerase II alpha inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL178455,KI-8751,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.05,7.285,6.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL178654,HKI-357,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.6,7.475,2.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL178862,ANETHOLTRITHION,COc1ccc(-c2cc(=S)ss2)cc1,-1.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.92,5.12,12.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL18,ETHOXZOLAMIDE,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.6,7.6,32.0,Carbonic anhydrase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1822792,MK-2461,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.4,7.3,25.0,Hepatocyte growth factor receptor inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1825141,crizotinib-(S),C[C@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.43,6.48,4.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1852688,INFIGRATINIB,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.23,7.22,33.0,Fibroblast growth factor receptor inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL186526,ZM-336372,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.51,6.44,8.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL186784,XANTHONE,O=c1c2ccccc2oc2ccccc12,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.3,6.145,3.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL187266,TANSHINONE IIA,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.06,5.67,13.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL188343,REVERSINE,c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.55,6.49,10.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL188434,SB-747651A,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.3,6.755,10.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL189,MILRINONE,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.55,6.0,10.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL189963,PALBOCICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.7,6.92,72.0,CDK6/cyclin D1 inhibitor; Cyclin-dependent kinase 4/cyclin D1 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.6,7.57,31.0,Carbonic anhydrase VII inhibitor; Carbonic anhydrase I inhibitor; Carbonic anhydrase II inhibitor; Carbonic anhydrase IV inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1908391,MASITINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,3.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.68,6.575,31.0,Fibroblast growth factor receptor 3 inhibitor; Stem cell growth factor receptor inhibitor; Platelet-derived growth factor receptor inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1908394,GSK-461364,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,1.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",10.03,5.8100000000000005,63.0,Serine/threonine-protein kinase PLK1 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL191003,JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.3,6.1,158.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL191083,METHYLENE BLUE CATION,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.16,5.96,4.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1914489,AZD1981,CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.37,8.184999999999999,2.0,G protein-coupled receptor 44 antagonist,ANTAGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL19299,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,4.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.18,5.6850000000000005,2.0,Cyclooxygenase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL19490,ZOMEPIRAC,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,4.0,1.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.92,5.92,1.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1952329,SGI-1776,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,1.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.15,7.31,18.0,Serine/threonine-protein kinase PIM inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1957266,JQ1-(+),Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.41,7.2,8.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL196,ASCORBIC ACID,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,4.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.3,6.24,3.0,Supplement,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1969664,AZD-1080,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,1.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.51,5.85,16.0,Glycogen synthase kinase-3 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1976040,ADAVOSERTIB,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.25,6.390000000000001,37.0,Serine/threonine-protein kinase WEE1 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1982660,A-1070722,COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.8,6.8,30.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1988370,NVP-ADW742,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.6,5.9,30.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1995703,TG-101209,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.29,6.89,11.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",10.22,7.6,39.0,Carbonic anhydrase I inhibitor; Carbonic anhydrase II inhibitor; Carbonic anhydrase XII inhibitor; Carbonic anhydrase IV inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL200102,PU-H71,CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.12,7.22,6.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
