compound_name,Morphology score,Infection rate (%),Inhibition of cytopathicity (%),naive_composite,naive_rank
SDZ-21009,0.101390683386747,100.5,-1.938,-0.009340372993569046,2454.0
amisulpride,0.113702494877209,105.0,-0.59,-0.00934243675230458,2455.0
enrofloxacin,0.059901046897889,111.5,3.6719999999999997,-0.009352098661780031,2456.0
indomethacin,0.075475425857283,103.5,0.05800000000000001,-0.009388050299575124,2457.0
colchicine,-0.054192528529178,96.0,1.334,-0.009443513707710202,2458.0
amineptine,0.11793488620127,105.0,-0.742,-0.0094485832002843,2459.0
tioguanine,0.121205820706801,113.5,2.448,-0.009471795134670632,2460.0
caroxazone,0.097371744414057,100.0,-2.022,-0.009480812899895663,2461.0
camphor-(+),0.10064895121925,106.75,0.488,-0.009508020285859065,2462.0
L-161982,0.087220445979643,103.5,-0.33999999999999997,-0.00951503656955562,2463.0
rheochrysidin,0.119433069559065,109.0,0.75,-0.009533459268203592,2464.0
disopyramide,0.156563938765391,104.0,-2.3939999999999997,-0.009548459040910765,2465.0
AMPA-(RS),0.037431165302885,104.5,1.653,-0.009556248377598164,2466.0
candesartan,0.174926693761931,105.0,-2.602,-0.009563110082631146,2467.0
EC-144,0.181347129124599,109.5,-1.068,-0.009597490333667266,2468.0
voreloxin,0.067966071203855,104.0,0.45400000000000007,-0.009676663457758491,2469.0
GANT-58,0.043789665227239,93.0,-3.036,-0.009695554154769562,2470.0
API-001,0.053946256457333,99.5,-0.8460000000000001,-0.009725673062801995,2471.0
MRK-560,0.063608284674713,103.5,0.39200000000000007,-0.009739401547374219,2472.0
AMI-1,0.02456988329532,101.5,0.8779999999999999,-0.009744057162476913,2473.0
imiquimod,0.080331963431463,106.5,1.004,-0.009819433343766967,2474.0
AM-630,0.115509160665936,102.0,-1.8820000000000001,-0.009829283259329932,2475.0
amitraz,0.147067513948526,106.5,-1.16,-0.009854991973965888,2476.0
minoxidil,0.079525128054109,104.5,0.24400000000000005,-0.00988869812449907,2477.0
UNC0224,0.123951607743869,116.5,3.464,-0.009891101785936182,2478.0
BRL-50481,0.044525263765107,97.0,-1.536,-0.009897779941702786,2479.0
cefodizime,0.128663996270936,101.0,-2.708,-0.009915864257916795,2480.0
naringenin,0.021769699439812,98.5,-0.22399999999999998,-0.009942533503735418,2481.0
anethole-trithione,0.060476744189994,104.5,0.852,-0.009946636711729425,2482.0
rimonabant,0.170342440310164,109.5,-0.772,-0.010019933072742146,2483.0
moprolol,0.094694663785212,100.5,-1.8199999999999998,-0.01003461761935561,2484.0
duvelisib,0.065253157115521,99.0,-1.45,-0.010036445606769528,2485.0
TEPP-46,0.042688091662828,107.0,2.384,-0.010043817202649427,2486.0
usniacin-(+),0.117291445872038,107.5,0.158,-0.01009018707851946,2487.0
verbascoside,0.098571800703765,104.0,-0.596,-0.010098187772558035,2488.0
iothalamic-acid-d3,0.143374788071459,104.0,-2.048,-0.010116401421548718,2489.0
cryptotanshinone,0.031817969408619,100.0,0.008000000000000007,-0.010119415252739516,2490.0
"4,4'-DDT",0.084795708776491,106.5,0.8160000000000001,-0.01012631409034633,2491.0
"5-amino-3-D-ribofuranosylthiazolo[4,5-d]pyrimidin-2,7(3H,6H)-dione",0.012984471447729,100.0,0.6060000000000001,-0.010198812056190665,2492.0
etofylline,0.095590824735857,104.0,-0.514,-0.01019981648141055,2493.0
ABACAVIR SULFATE,0.044586017582248,101.5,0.16399999999999998,-0.010211914713429526,2494.0
adatanserin,0.158813008474657,109.0,-0.6220000000000001,-0.010223520463277236,2495.0
phenolsulfonphthalein,0.100315003652624,105.0,-0.288,-0.01026528477254344,2496.0
icatibant-acetate,0.105434976630587,102.0,-1.6199999999999999,-0.01027916181743597,2497.0
coenzyme-A,0.023367543862842,102.5,1.216,-0.010370766307442084,2498.0
oncrasin-1,0.108208819710378,110.0,1.382,-0.010372879279782773,2499.0
darunavir,0.156176521043474,107.0,-1.3359999999999999,-0.010385640977813323,2500.0
Ro-19-4605,-0.00637304395574,101.5,1.786,-0.01039892960809674,2501.0
ZM-336372,-0.059836361558918,97.5,1.9620000000000002,-0.01040636817926662,2502.0
SNX-5422,0.126678275610268,107.5,-0.192,-0.010416315614949675,2503.0
felbamate,-0.012458128227305,99.0,1.006,-0.010444893853739479,2504.0
N-MPPP,0.075148747294106,102.0,-0.6679999999999999,-0.01047474563594423,2505.0
1-acetyl-4-methylpiperazine,-0.042079528875037,102.5,3.318,-0.010478226687444395,2506.0
lupanine,-0.065042208924122,102.0,3.8660000000000005,-0.010483827133848619,2507.0
DC-260126,0.122291119150429,102.0,-2.2,-0.010523363013237677,2508.0
piromidic-acid,0.034212144016303,99.5,-0.32199999999999995,-0.010531090605279089,2509.0
estramustine-phosphate,0.072880178214653,100.5,-1.186,-0.010539461742772649,2510.0
trimethoquinol,0.032288432163613,99.5,-0.26400000000000007,-0.010560893107068944,2511.0
MK-5108,0.174819812953625,105.5,-2.56,-0.010657912511258657,2512.0
tetrindole,-6.12073407034452e-06,107.5,3.8660000000000005,-0.01070030232739442,2513.0
deoxycholic-acid,0.092053019813666,103.5,-0.6679999999999999,-0.010723449824556641,2514.0
PCO-400,-0.007588332323328,108.0,4.3,-0.01073800725513907,2515.0
deracoxib,0.111618837287233,112.0,1.984,-0.010823022085578171,2516.0
dipraglurant,0.038549116245632,103.0,0.8539999999999999,-0.010827836113306621,2517.0
CGS-15943,0.12525599230844,108.5,0.17799999999999994,-0.010867849905666693,2518.0
rufloxacin,0.080535270226736,103.0,-0.5120000000000001,-0.010882139920162293,2519.0
RWJ-67657,0.029220369690703,101.0,0.366,-0.010923081311647764,2520.0
CGP-12177,0.072289797257286,103.0,-0.254,-0.010943718987886967,2521.0
zotepine,0.061036243947256,106.5,1.468,-0.01094738309597106,2522.0
tinidazole,0.141808654009558,108.5,-0.3700000000000001,-0.010955900346425277,2523.0
trapidil,0.048618254581603,106.0,1.6740000000000002,-0.010959113402557988,2524.0
ursodeoxycholyltaurine,0.084210050707429,102.0,-1.032,-0.010973559860981993,2525.0
2-BFI,0.028134659479141,106.5,2.524,-0.011006463282278464,2526.0
S-methylcysteine,0.000716918117431,102.5,1.8579999999999999,-0.011009711113125173,2527.0
althiazide,-0.0023200390323,98.0,0.20800000000000002,-0.01102138144133972,2528.0
GR-159897,-0.006037109894898,101.5,1.682,-0.011054532069089166,2529.0
MK-2048,0.018812402996543,97.5,-0.6759999999999999,-0.011065610097997558,2530.0
parecoxib,0.086689951010833,105.5,0.21799999999999997,-0.011172300138792187,2531.0
"trans-10,cis-12-conjugated-linoleic-acid",0.077758604445422,104.0,-0.08200000000000011,-0.011219742814092179,2532.0
viloxazine,0.003302984419896,111.5,5.232,-0.011259746345729571,2533.0
parethoxycaine,0.156853903777944,108.0,-1.1,-0.01130230251821777,2534.0
bilastine,0.143942304075717,107.0,-1.0719999999999998,-0.01131335082086445,2535.0
timolol,-0.002002012654753,98.5,0.344,-0.011357707713466114,2536.0
MPI-0479605,-0.058727865176126,90.5,-0.9259999999999999,-0.011358254889577682,2537.0
MK-8745,0.201573460488726,107.0,-2.944,-0.011366750759546221,2538.0
CC-115,-0.046501493893113,96.5,1.0059999999999998,-0.01136708204215934,2539.0
cot-inhibitor-1,0.159744839727765,103.5,-2.952,-0.011385971881960036,2540.0
tozasertib,0.291575178239787,119.0,-1.204,-0.011408606662750084,2541.0
AD-5467,0.017683615772679,101.5,0.8620000000000001,-0.011424917440665724,2542.0
PP242,-0.061365177524005,95.5,1.0779999999999998,-0.011512946780928882,2543.0
ginsenoside-RD,0.052110525181623,102.0,-0.08000000000000003,-0.011582090607195802,2544.0
suplatast,0.040715761257501,102.5,0.48,-0.011601064411525494,2545.0
DMH1,0.083488386478169,105.0,0.06599999999999999,-0.011605281578601781,2546.0
meropenem,0.036551549552975,104.5,1.3900000000000001,-0.01160794824460154,2547.0
CHPG,0.068631948461238,104.5,0.34199999999999997,-0.011679563084961542,2548.0
sapropterin,-0.033547893425725,95.5,0.14000000000000004,-0.011781069967593169,2549.0
ISX-9,0.017836665095922,104.0,1.7759999999999998,-0.011786581856571146,2550.0
apabetalone,0.087188721401544,105.5,0.11399999999999996,-0.01179081943458852,2551.0
sulfameter,0.130854234472179,111.0,0.8360000000000001,-0.011791571793522637,2552.0
irinotecan,-0.017313603318227,98.0,0.574,-0.011859458343582338,2553.0
MBX-2982,0.043806654635758,97.0,-1.7920000000000003,-0.011863536986517986,2554.0
mubritinib,-0.091664176024525,96.0,2.2,-0.011880847618694049,2555.0
AMG-837,0.080253916754196,108.5,1.478,-0.011964975720043772,2556.0
loreclezole,0.091277637103507,102.5,-1.212,-0.01199726512398606,2557.0
oxymatrine,-0.004071203877503,100.0,0.9,-0.012013341548180456,2558.0
PNU-22394,0.019301836677548,103.0,1.3,-0.012071465103209333,2559.0
RS-127445,0.153093328719511,108.0,-1.0879999999999999,-0.012074234889073701,2560.0
tesaglitazar,0.193552321200135,110.5,-1.4280000000000002,-0.012084420675660698,2561.0
catharanthine,0.11853545526116,110.5,0.9960000000000001,-0.01210452465867288,2562.0
3-methyl-GABA,0.022526374228147,101.5,0.6060000000000001,-0.012124168951795319,2563.0
aptiganel,0.091579117324749,104.5,-0.4660000000000001,-0.012141638946115751,2564.0
AS-252424,0.145596580082302,108.0,-0.858,-0.012162410272545091,2565.0
EPPTB,0.079265011321594,102.5,-0.852,-0.012198721567552676,2566.0
dienestrol,-0.041867086538669,96.0,0.538,-0.012240030910415367,2567.0
BAG-956,0.113525743856584,109.0,0.554,-0.012258488363682263,2568.0
moxonidine,0.075258794690235,102.0,-0.9279999999999999,-0.01227994836098841,2569.0
HA-14-1,0.092359877490026,107.5,0.649,-0.012311538309128974,2570.0
fluorometholone-acetate,0.075820278664742,105.0,0.21200000000000002,-0.01232379715919866,2571.0
halobetasol-propionate,0.098859268523887,105.5,-0.34199999999999997,-0.012343055334234928,2572.0
vilazodone,0.047095548157628,102.5,0.16799999999999998,-0.01234449494196562,2573.0
gimeracil,0.103361545700757,107.0,0.09000000000000004,-0.01237504579522212,2574.0
desvenlafaxine,0.02293083191135,106.5,2.492,-0.012416808521116632,2575.0
napirimus,0.122342077582058,107.0,-0.532,-0.012431112010077627,2576.0
azilsartan,0.08508128864803,109.0,1.446,-0.012457008538565647,2577.0
CARBENOXOLONE SODIUM,0.074587329609847,106.0,0.61,-0.012535108474300468,2578.0
DEXAMETHASONE SODIUM PHOSPHATE,0.043940098564927,99.0,-1.116,-0.012538941592780165,2579.0
I-CBP-112,-0.081385933487091,98.5,2.744,-0.012541280573955501,2580.0
desonide,0.006603711746376,107.0,3.196,-0.012545356631963692,2581.0
sulbutiamine,0.024894051479037,100.0,-0.11400000000000006,-0.012555034364893544,2582.0
dorzolamide,0.09226089136401,100.0,-2.2939999999999996,-0.012559459369538542,2583.0
altinicline,0.058481810293987,98.5,-1.784,-0.012563568268852668,2584.0
sulfamethizole,0.058509376825665,107.5,1.7079999999999997,-0.012565599358131138,2585.0
SB-225002,0.072642375667635,103.0,-0.512,-0.012679610503331292,2586.0
MK-8033,0.034192515878897,105.5,1.7,-0.01269517991697855,2587.0
BP-897,-0.005284472548805,94.5,-1.294,-0.012706933546678992,2588.0
AT-1015,0.014880796527123,100.0,0.188,-0.01270945827970782,2589.0
garenoxacin,0.045117920942873,102.0,-0.014000000000000058,-0.01270993009225263,2590.0
5-fluoro-3-pyridyl-methanol,0.134959013542538,101.5,-3.124,-0.012776825476030726,2591.0
brexpiprazole,0.014176216345825,98.5,-0.382,-0.012784055718074802,2592.0
10-deacetylbaccatin,0.180097509295734,109.0,-1.682,-0.012838188592100655,2593.0
VP-20629,0.082061427621558,104.0,-0.458,-0.0128866925578938,2594.0
MKT-077,0.135968678757252,106.5,-1.232,-0.012889402605563186,2595.0
BRD9876,0.102811003374731,105.0,-0.742,-0.012892786626599317,2596.0
PP-1,0.110640116285614,106.0,-0.6079999999999999,-0.012898791680582463,2597.0
micafungin,0.054495685809366,94.5,-3.258,-0.012918567282503882,2598.0
terfenadine,0.13329185427354,96.0,-5.232,-0.012968388173057122,2599.0
Tapentadol (hydrochloride),0.07307440616126,108.0,1.372,-0.012980049795489168,2600.0
K-Ras(G12C)-inhibitor-6,0.114206170152616,110.0,0.8140000000000001,-0.013005509328101628,2601.0
etacrynic-acid,-0.016354468000751,98.5,0.5740000000000001,-0.013007152038719235,2602.0
ropivacaine,0.019247983923026,103.5,1.34,-0.013168270262101397,2603.0
trospium,0.058273134984982,102.0,-0.506,-0.013177479897482044,2604.0
S-isopropylisothiourea,0.021095948106997,105.0,1.8519999999999999,-0.01324157652910718,2605.0
fusidic-acid,0.062997905878287,98.0,-2.2239999999999998,-0.013266355234979876,2606.0
sulfapyridine,0.079759047409078,102.0,-1.218,-0.013296541876632947,2607.0
bitopertin,0.119146640437095,108.5,0.02999999999999998,-0.013300992061465141,2608.0
Neohesperidin dihydrochalcone (Nhdc),0.054913719659022,99.5,-1.386,-0.013306667797553592,2609.0
BMY-14802,0.090621199819085,108.0,0.754,-0.013334467249157544,2610.0
liothyronine-(isomer),0.127254288832424,106.0,-1.21,-0.013352965866315366,2611.0
pindolol,0.093767416290658,104.5,-0.71,-0.013360924087816825,2612.0
acriflavinium,0.093183700007116,98.5,-3.024,-0.013389763457925011,2613.0
T-0901317,0.02752064498834,103.5,1.04,-0.013396157624885515,2614.0
LY2811376,0.150901308108552,106.0,-1.988,-0.013444478546760638,2615.0
combretastatin-A-4,0.000764625615176,98.5,-0.048,-0.013487128708648136,2616.0
CZC24832,0.026272584327137,103.5,1.062,-0.013525513408828497,2617.0
tenilsetam,0.094963172213053,105.5,-0.384,-0.013525982111596316,2618.0
F351,-0.05432083066846,94.5,0.17200000000000007,-0.013554244377227076,2619.0
VU591,-0.00438839992604,94.5,-1.4460000000000002,-0.013572869027281867,2620.0
epinephrine,0.03775837150398,104.0,0.874,-0.013599365477222033,2621.0
bretazenil,0.107652932214412,101.0,-2.552,-0.013602613182594333,2622.0
chlorcyclizine,0.133846696551507,102.5,-2.818,-0.013608296839300463,2623.0
zoxazolamine,0.0110328855255,97.0,-0.99,-0.013681536686748616,2624.0
pentoxifylline,0.032268119399713,104.5,1.234,-0.013681584045424225,2625.0
ATPA,0.10134959579818,106.0,-0.41999999999999993,-0.013691125710671067,2626.0
pafuramidine,0.067154148143006,106.0,0.68,-0.0137351239135279,2627.0
KU-0063794,0.120237751506453,110.0,0.514,-0.013743763936482837,2628.0
brimonidine,0.034571978091838,106.5,1.924,-0.013764161445693701,2629.0
tranexamic-acid,0.076226962018464,108.5,1.3519999999999999,-0.013769019347056618,2630.0
valrocemide,0.061996940147148,108.5,1.812,-0.01377150176091635,2631.0
lornoxicam,0.00914784802054,97.0,-0.942,-0.013772926546868606,2632.0
ZM-323881,0.056138904195868,99.0,-1.686,-0.013773376151937078,2633.0
nocodazole,0.025044478731814,104.0,1.26,-0.013777496968823133,2634.0
ribociclib,0.244177831212795,113.0,-2.336,-0.013777780624121569,2635.0
LTA,0.095079867400901,109.5,1.126,-0.013798757686503368,2636.0
AZ-628,-0.058534083010789,93.5,-0.11600000000000002,-0.013808868970394794,2637.0
hesperetin,0.038686819442313,107.0,1.9780000000000002,-0.013813065748821352,2638.0
AZ-12080282,0.058681869148614,97.0,-2.556,-0.013854124204456197,2639.0
voriconazole,0.019864371081419,101.0,0.246,-0.013898485890361356,2640.0
diclofensine,0.024874953360605,106.0,2.024,-0.013902423596767447,2641.0
quinestrol,-0.031845826335655,102.0,2.3,-0.013947745229398753,2642.0
proquazone,0.069781901654253,103.0,-0.6,-0.013950508126866601,2643.0
NTRC-824,0.060383528347956,104.5,0.286,-0.013952209214063963,2644.0
3-AQC,0.110401213634736,106.0,-0.7499999999999999,-0.013952803427508301,2645.0
tolonidine,-0.021712518926406,98.5,0.608,-0.013988013479266334,2646.0
melatonin,0.044424564616878,105.0,0.9879999999999999,-0.014010995002579038,2647.0
piracetam,-0.028189435947343,96.5,0.013999999999999967,-0.014179988298640311,2648.0
cinalukast,0.067956860819359,105.0,0.202,-0.014184949703184513,2649.0
ONO-4059,-0.059099063151304,90.0,-1.51,-0.014187723401961136,2650.0
AGP-103,0.056375287461748,108.0,1.738,-0.014206537294561413,2651.0
indirubin-3-monoxime,0.007182427187917,105.5,2.3560000000000003,-0.014228364524200546,2652.0
cefpodoxime,0.105314111479112,104.5,-1.214,-0.014279260043638406,2653.0
"3,3'-diindolylmethane",0.083769144026227,113.0,2.78,-0.01429412575309034,2654.0
thiopental,0.131877665115148,110.5,0.23600000000000004,-0.014416069333735479,2655.0
Favipiravir,0.092357472882578,107.5,0.35,-0.01441688965636608,2656.0
gatifloxacin,0.068157013672995,104.5,-0.03799999999999999,-0.014462722698240116,2657.0
capsaicin,0.06969405109917,107.0,0.8780000000000001,-0.014495128742760302,2658.0
Deflazacort (Calcort),0.021637702649865,97.5,-1.256,-0.014505093724191842,2659.0
retaspimycin,-0.034890226581382,108.5,4.8420000000000005,-0.014506266187555314,2660.0
ADENOSINE TRIPHOSPHATE DISODIUM,-0.007200593726891,99.5,0.4459999999999999,-0.01455580862042738,2661.0
zebularine,0.075385039212051,104.5,-0.28600000000000003,-0.014562454957897172,2662.0
TC-N-1752,0.184004997232976,110.0,-1.666,-0.014567934417608397,2663.0
pivampicillin,0.046073902116309,106.0,1.23,-0.014664073747177006,2664.0
eprosartan,0.090644570952519,106.0,-0.21399999999999997,-0.014678878115098012,2665.0
PRE-084,-0.0022861970658,105.5,2.596,-0.014695205790526486,2666.0
olmesartan,0.019065797130249,101.5,0.344,-0.014756598766753615,2667.0
2-(1-adamantylamino)benzoic-acid,0.012157007566741,101.0,0.368,-0.014794888737096815,2668.0
sulfachlorpyridazine,0.104210423972181,108.5,0.29999999999999993,-0.01480179881608675,2669.0
17-alpha-Methyltestosterone,0.082749376206991,108.5,0.99,-0.014831942842348603,2670.0
aminopentamide,0.088475295518518,104.0,-0.942,-0.01483315184014559,2671.0
VU0360172,0.01783085503391,99.0,-0.5980000000000001,-0.014838422134135812,2672.0
prasugrel,0.078263746734213,108.5,1.1300000000000001,-0.014867940743043947,2673.0
pilaralisib,0.04238798995182,103.0,0.154,-0.014881233019847118,2674.0
medrysone,0.062886273894211,106.5,0.8480000000000001,-0.014890546669926952,2675.0
carbaril,0.025002221352488,101.0,-0.06399999999999999,-0.014910667109847156,2676.0
methyldopate,0.0423122134699,108.5,2.2800000000000002,-0.014959883281393157,2677.0
tazobactam,0.06680861192262,107.5,1.096,-0.01498375188904181,2678.0
HA-966-(S)-(-),0.028058390495279,99.25,-0.8550000000000001,-0.015001483156413994,2679.0
MF-101,0.02501757432321,110.5,3.6079999999999997,-0.015014493915472493,2680.0
diazepam,0.088317265122634,108.0,0.5860000000000001,-0.015041780834717485,2681.0
etretinate,-0.112483270087454,92.5,1.064,-0.015056041945608426,2682.0
TCS-2210,-0.025105724211017,100.0,1.144,-0.015085958225071527,2683.0
SSR128129E,0.088217720409681,105.0,-0.5860000000000001,-0.015117996614608664,2684.0
cinnamaldehyde,-0.029138504942136,103.5,2.6279999999999997,-0.01512061155548002,2685.0
chloramphenicol-sodium-succinate,0.048962814525354,108.5,2.038,-0.01514887714226587,2686.0
diosgenin,0.114053534624141,106.5,-0.85,-0.015191118282316266,2687.0
GR125487,0.036079243207932,106.0,1.478,-0.015194394512874779,2688.0
SN-6,0.048970711522485,108.5,2.024,-0.015245631420841491,2689.0
SB-525334,-0.031878785341681,100.0,1.34,-0.015248668493791065,2690.0
A-784168,0.134721124886308,108.0,-0.95,-0.015286739511312911,2691.0
tolcapone,0.192328359156921,109.5,-2.2339999999999995,-0.015304735256156646,2692.0
palbociclib,0.092451448056581,108.5,0.5980000000000001,-0.015381938476198695,2693.0
CGP-78608,0.038881220323738,101.0,-0.5800000000000001,-0.015382334840117159,2694.0
alpha-asarone,0.029162097903779,98.5,-1.236,-0.01538299339052962,2695.0
aminomethyltransferase,-0.022607079710846,98.5,0.43600000000000005,-0.01540252437766454,2696.0
UNC3230,0.06583911126559,100.5,-1.65,-0.015409260790395285,2697.0
decitabine,0.01862856756548,104.5,1.424,-0.015450255989047626,2698.0
ICI-162846,0.00958379905969,100.0,-0.03199999999999994,-0.015464443105175288,2699.0
cinepazide,-0.014992791544957,107.5,3.6719999999999997,-0.015478916697560444,2700.0
etofibrate,0.104509873999565,105.0,-1.1660000000000001,-0.015490636560382484,2701.0
SANT-2,-0.024238470430641,100.5,1.246,-0.015536549661625395,2702.0
VU152100,-0.01243775877243,104.5,2.404,-0.015626388076037296,2703.0
itraconazole,0.030185634545244,103.5,0.6360000000000001,-0.01563320108968606,2704.0
3-MATIDA,-0.049050082965312,95.0,-0.10399999999999995,-0.01566293848638804,2705.0
K-MAP,0.033413564350236,99.5,-1.03,-0.015696903340255457,2706.0
azimilide,0.019855336469261,102.5,0.57,-0.015718113349070324,2707.0
mericitabine,0.022248225229895,101.5,0.10199999999999995,-0.015735409192224825,2708.0
5'-chloro-5'-deoxy-ENBA-(+/-),0.093352501586517,104.0,-1.23,-0.015749821778197948,2709.0
isobutyramide,0.0730106876614,111.0,2.142,-0.015770884306478772,2710.0
hydroflumethiazide,0.111728366973355,111.5,1.082,-0.01578156697543213,2711.0
NSC-5844,0.075793630942798,107.5,0.688,-0.01580967557383502,2712.0
ampiroxicam,-0.002733777474231,102.5,1.286,-0.015822128576146028,2713.0
sitaxentan,0.014972518800184,101.0,0.12999999999999998,-0.01582910023996209,2714.0
URB597,0.003026946548148,104.5,1.8719999999999999,-0.015849570176956762,2715.0
metergoline,0.164288586219975,97.5,-6.062,-0.015850544055578435,2716.0
metrizoic-acid,0.080242903379117,108.0,0.714,-0.015979524333005497,2717.0
NSC-9965,0.058981748749416,106.5,0.8140000000000001,-0.016019077149711698,2718.0
indole-3-carbinol,0.062075455397624,94.5,-3.944,-0.01602148699901958,2719.0
PF-04447943,0.10975491715659,107.5,-0.44399999999999995,-0.01604426687641547,2720.0
rapastinel,-0.009688376524013,94.0,-1.8199999999999998,-0.016046491597697072,2721.0
BCI-540,0.055227289220802,103.0,-0.42799999999999994,-0.016054279930144893,2722.0
sucrose-octaacetate,0.047129720196503,103.0,-0.16799999999999998,-0.016068097470930482,2723.0
pravadoline,0.0546611904522,106.5,0.944,-0.016087877711547516,2724.0
pelanserin,0.035827720420265,104.0,0.5820000000000001,-0.016094565355395368,2725.0
CCG-63802,0.047092867934187,106.5,1.182,-0.016136036992606833,2726.0
VER-155008,0.098340232806443,106.0,-0.6699999999999999,-0.016136325567737624,2727.0
RAF265,-0.041026591571087,100.0,1.504,-0.016177449270779798,2728.0
oxidopamine,0.095723471560439,102.0,-2.1439999999999997,-0.0161794757253505,2729.0
losmapimod,0.045513569071172,98.5,-1.8800000000000001,-0.016192651334164514,2730.0
NSC-319726,0.026760051702055,113.5,4.544,-0.01622544522541273,2731.0
ritonavir,0.031827038192408,104.5,0.8859999999999999,-0.016231770813165108,2732.0
AMG-337,0.081588103643632,105.0,-0.534,-0.016261724647751292,2733.0
SD-2590,0.04735426813909,110.5,2.7039999999999997,-0.016291384767375017,2734.0
maraviroc,0.14487905255857,112.0,0.13000000000000006,-0.016299772876809542,2735.0
dolutegravir,0.081554554346492,112.0,2.17,-0.016360301121164784,2736.0
acetylsalicylsalicylic-acid,0.025934219033753,103.0,0.46799999999999997,-0.016417899618190106,2737.0
isoxepac,0.152376682212531,103.0,-3.6420000000000003,-0.016555061835085778,2738.0
triapine,0.051034451820841,106.0,0.796,-0.016589527308512264,2739.0
oleoylethanolamide,0.063640683773669,102.5,-0.974,-0.01661570888795927,2740.0
methyclothiazide,0.015296695486855,103.5,0.97,-0.016672714677599603,2741.0
nimesulide,0.026569942593572,105.0,1.186,-0.016683260652563942,2742.0
NNC-55-0396,0.042164915396709,98.0,-2.04,-0.016715445607840367,2743.0
GSK2830371,0.07463863025741,105.5,-0.18199999999999994,-0.016732571510421772,2744.0
pirodavir,0.028174466809949,104.0,0.7379999999999999,-0.01673930337357717,2745.0
TCS-PIM-1-1,0.048031910261711,110.5,2.618,-0.01674245851876599,2746.0
vitamin-B12,0.093974888747609,108.75,0.44600000000000006,-0.01678806181066217,2747.0
ZAPA,0.101364064063071,107.5,-0.28,-0.01680066463417011,2748.0
phenprobamate,0.043756968749134,101.5,-0.75,-0.016834798617781737,2749.0
nutlin-3,0.101359465271628,117.0,3.402,-0.016838640335568034,2750.0
rosoxacin,0.148043467012824,111.5,-0.244,-0.0168457763960778,2751.0
baclofen,0.137791892220369,109.25,-0.7899999999999999,-0.01687640938598478,2752.0
aniracetam,0.064708997930757,106.5,0.502,-0.016911111889310233,2753.0
briciclib,-0.088363501803083,92.0,-0.17600000000000002,-0.016926012529591288,2754.0
GSK2190915,0.227812378766525,118.5,-0.122,-0.01694664957890324,2755.0
nithiamide,0.020706093002092,90.0,-4.484,-0.016948881484822615,2756.0
TH005427,-0.009565954739312,103.0,1.536,-0.016984289964286508,2757.0
Ro-28-1675,0.035653201394132,104.5,0.6519999999999999,-0.017007665854474146,2758.0
DPCPX,0.019385932852495,105.0,1.36,-0.017094425880991675,2759.0
tegaserod,0.072655649523334,100.0,-2.304,-0.017094609781638754,2760.0
varespladib,0.066912100861911,108.5,1.1800000000000002,-0.01710110840477134,2761.0
CYM-50769,0.075222830561437,102.0,-1.614,-0.017117220059930105,2762.0
verubulin,-0.097330279053715,95.0,1.25,-0.01712646792572629,2763.0
Epacadostat (INCB024360),0.162257327211127,111.5,-0.7459999999999999,-0.01714263257480379,2764.0
acamprosate,0.083111534932145,102.5,-1.684,-0.01717958735570983,2765.0
bicuculline-(+),-0.04336175207151,98.0,0.652,-0.017242395654443226,2766.0
cicloprofen,-0.056436758700239,100.5,2.0420000000000003,-0.01726573039179254,2767.0
naloxone-benzoylhydrazone,0.072243744332312,110.0,1.564,-0.017282119913681632,2768.0
quinaprilat,0.091385466234858,106.0,-0.61,-0.017297785041133662,2769.0
MSX-122,0.179732479471035,111.5,-1.3619999999999999,-0.017499286166253108,2770.0
ecabet,0.052736583494697,102.5,-0.75,-0.017522086695260047,2771.0
TC-ASK-10,-0.046768777466842,100.0,1.496,-0.017541448874773862,2772.0
SCH-202676,-0.041404749210926,97.5,0.352,-0.01754244500948321,2773.0
A-438079,0.042619245668218,99.5,-1.5939999999999999,-0.017570733465870014,2774.0
bimatoprost,0.039748100411728,103.0,-0.144,-0.01758018658641103,2775.0
proglumide,0.081738305954712,107.0,0.05,-0.017580944741422133,2776.0
tepoxalin,0.04331854814628,104.0,0.12599999999999997,-0.017598660247271452,2777.0
nedaplatin,0.08958916722741,102.0,-2.148,-0.017604615629822185,2778.0
3-deazaadenosine,0.122568232397228,106.0,-1.668,-0.01764421502907117,2779.0
ipsapirone,-0.020866861568965,101.5,1.224,-0.017655832843452807,2780.0
chloroxine,-0.05507752177021,98.5,1.1640000000000001,-0.01767236790125537,2781.0
mepyramine,0.093282856656241,106.0,-0.7260000000000001,-0.017682266479851976,2782.0
Camostat mesylate,0.037053488541695,103.5,0.11600000000000002,-0.01772969405506364,2783.0
CFTRinh-172,0.125037479850574,108.0,-0.984,-0.017731364856268805,2784.0
suprofen,0.123068806620042,108.5,-0.736,-0.01780002605090858,2785.0
moxifloxacin,0.029532590920283,105.5,1.1179999999999999,-0.01785337328297217,2786.0
AJ76-(+),0.045612141191573,100.5,-1.344,-0.01786152422782165,2787.0
donitriptan,-0.004703133435919,100.0,0.084,-0.0179014661538921,2788.0
glycopyrrolate,0.122031073227193,107.0,-1.302,-0.017922335476746747,2789.0
amikacin,-0.12201861960583,91.0,0.378,-0.017958274146607927,2790.0
benzo[d]thiazole-2(3H)-thione,0.052182216915363,103.5,-0.4066666666666667,-0.017963687321063643,2791.0
